register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿75990043224,Hospital de Nens de Barcelona,,,1996-09-18T00:00:00+02:00,2023-10-03T10:19:28.954008+02:00,,89004,C Consell de Cent,437,,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,137873,20001,Telèfons,Tel.,932310512,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,430941.07199062203,4583201.928054113,41.39739039003384,2.1738843697937855
﻿92086029434,Clínica Geriàtrica Solàrium,,,1989-02-16T00:00:00+01:00,2022-09-17T04:39:37.412498+02:00,,336500,C Ticià,21,,28,Vallcarca i els Penitents,6,Gràcia,8035,BARCELONA,TRUE,167688,20001,Telèfons,Tel.,934172007,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,427968.56239553913,4585441.471595675,41.41730024131076,2.138063025938122
﻿99400429814,Hospital de Dia Còrsega,,,2016-03-23T14:24:06+01:00,2022-09-17T08:38:16.409321+02:00,,90604,Ptge Còrsega,20,,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,TRUE,228444,20001,Telèfons,Tel.,934592492,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,431353.41768427094,4584670.408816694,41.41065182999176,2.17865001498802
﻿93077174822,Centre d'Atenció Primària Sanllehy,,,1993-03-18T00:00:00+01:00,2023-05-30T22:02:16.448407+02:00,,365702,Av Mare Déu de Montserrat,16,,30,la Salut,6,Gràcia,8024,BARCELONA,TRUE,173441,20003,Telèfons,Centraleta,932853794,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,429885.0548805409,4584985.514443291,41.41336311768161,2.161046463543104
﻿93007080747,Centre d'Atenció Primària Doctor Lluís Sayé,,,1993-01-07T00:00:00+01:00,2023-05-30T22:02:25.266134+02:00,,341602,C Torres i Amat,8,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,173420,20003,Telèfons,Centraleta,933012705,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,430198.95950103924,4581759.622974072,41.38433595216771,2.165173981341848
﻿99400486709,Centre d'Atenció Primària  Vila de Gràcia-Cibeles,,,2017-03-17T13:21:54+01:00,2023-05-30T22:02:19.183342+02:00,,90502,C Còrsega,363,,31,la Vila de Gràcia,6,Gràcia,8037,BARCELONA,TRUE,229540,20001,Telèfons,Tel.,934590930,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,429948.5726026792,4583356.655340697,41.39869811526309,2.1619949302029338
﻿99400152294,Centre d'Atenció Primària San Rafael,,,2006-01-23T18:06:50+01:00,2023-05-30T22:02:25.805829+02:00,,352507,Pg Vall d'Hebron,107,,40,Montbau,7,Horta-Guinardó,8035,BARCELONA,TRUE,215158,20003,Telèfons,Centraleta,934289541,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,428175.7051720719,4586435.360952866,41.426270308404874,2.1404234125837025
﻿93056132443,Centre d'Atenció Primària Montnegre,,,1993-02-25T00:00:00+01:00,2022-11-08T12:52:07.753293+01:00,,219100,C Montnegre,21,,19,les Corts,4,Les Corts,8029,BARCELONA,TRUE,173385,20003,Telèfons,Centraleta,933632965,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,427992.3718695025,4582145.613744661,41.38761794394156,2.1387399569666004
﻿97295140940,Centre d'Atenció Primària Passeig Maragall,,,1997-10-22T00:00:00+02:00,2023-05-30T22:02:17.706870+02:00,,194406,Pg Maragall,52,,64,el Camp de l'Arpa del Clot,10,Sant Martí,8041,BARCELONA,TRUE,198734,20003,Telèfons,Centraleta,934462950,TRUE,Planta baixa,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,431533.3178223392,4585233.813360256,41.41574157238099,2.1807385337123146
﻿99400104784,Hospital  Sociosanitari Mutuam Güell,,,2005-02-07T17:41:51+01:00,2022-09-17T06:22:28.297064+02:00,,366002,C Mare de Déu de la Salut,49,,30,la Salut,6,Gràcia,8024,BARCELONA,TRUE,212381,20001,Telèfons,Tel.,932133466,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,429522.0394499282,4584776.089409667,41.411445154741465,2.1567276831754065
﻿94250133615,Centre d'Atenció Primària Carles I,,,1994-09-07T00:00:00+02:00,2023-05-30T14:39:44.597112+02:00,,197302,C Marina,168,,5,el Fort Pienc,2,Eixample,8013,BARCELONA,TRUE,177219,20003,Telèfons,Centraleta,932317705,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,431643.48013687687,4583341.325837066,41.398705920165796,2.1822703458787163
﻿93029144057,Hospital Fremap - Centre de Prevenció i Rehabilitació,,,1993-01-29T00:00:00+01:00,2022-09-17T05:00:12.205411+02:00,,187105,Madrazo,8,,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,173228,20003,Telèfons,Centraleta,934169100,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,428987.7848715214,4583673.204052784,41.4014648721249,2.1504653774644473
﻿92086012522,Centre d'Atenció Primària Drassanes,,,1988-03-21T00:00:00+01:00,2023-05-30T22:02:27.407684+02:00,,140203,Av Drassanes,17,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,164270,20001,Telèfons,Tel.,933293912,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,430878.78607109655,4580888.6516147,41.37655006963406,2.1734032878024605
﻿92086018484,Centre d'Atenció Primària Sant Martí,,,1988-03-21T00:00:00+01:00,2023-05-30T22:02:24.396004+02:00,,128106,C Fluvià,211,,72,Sant Martí de Provençals,10,Sant Martí,8020,BARCELONA,TRUE,166355,20003,Telèfons,Centraleta,933070812,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,432919.182401399,4585045.872470128,41.41416572459713,2.1973408314822507
﻿92086018484,Centre d'Atenció Primària Sant Martí,,,1988-03-21T00:00:00+01:00,2023-05-30T22:02:24.396004+02:00,,128106,C Fluvià,211,,72,Sant Martí de Provençals,10,Sant Martí,8020,BARCELONA,TRUE,166355,20003,Telèfons,Centraleta,933070812,TRUE,,61731070,Centres urgències (CUAPs),Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Centres urgències (CUAPs),651,65103008000002,432919.182401399,4585045.872470128,41.41416572459713,2.1973408314822507
﻿92086005111,Centre d'Atenció Primària La Sagrera,,,1984-05-30T00:00:00+02:00,2023-05-30T22:02:19.543293+02:00,,140407,C Garcilaso,1,,61,la Sagrera,9,Sant Andreu,8027,BARCELONA,TRUE,160786,20003,Telèfons,Centraleta,932432527,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,432344.02680181846,4585968.19636492,41.42242458814997,2.1903562660708573
﻿99400254536,Centre d'Atenció Primaria,99400254520,Centre Integral de Salut Cotxeres,2010-09-08T00:00:00+02:00,2023-05-30T22:02:26.707175+02:00,,45701,Av Quinze,18,,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016,BARCELONA,TRUE,223522,20001,Telèfons,Tel.,932438989,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,431161.9091881149,4586412.633795086,41.42632706053321,2.1761605774773924
﻿99400254536,Centre d'Atenció Primaria,99400254520,Centre Integral de Salut Cotxeres,2010-09-08T00:00:00+02:00,2023-05-30T22:02:26.707175+02:00,,45701,Av Quinze,18,,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016,BARCELONA,TRUE,223522,20001,Telèfons,Tel.,932438989,TRUE,,61731070,Centres urgències (CUAPs),Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Centres urgències (CUAPs),651,65103008000002,431161.9091881149,4586412.633795086,41.42632706053321,2.1761605774773924
﻿92086005523,Vall d'Hebron Barcelona Hospital Campus,,,1984-05-30T00:00:00+02:00,2023-02-22T15:26:36.244892+01:00,,352507,Pg Vall d'Hebron,119,,40,Montbau,7,Horta-Guinardó,8035,BARCELONA,TRUE,162359,20001,Telèfons,Tel.,934893000,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,428430.55465668254,4586630.37210656,41.42804943371883,2.1434499797388105
﻿99281083228,Comunitat Terapèutica Clínica Llúria,,,1999-10-08T00:00:00+02:00,2023-02-01T16:52:16.462830+01:00,,208409,Ptge Mercader,14,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,203887,20001,Telèfons,Tel.,934882142,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,429761.33256530686,4582670.204998331,41.392499164848324,2.15983488479965
﻿92086002636,Hospital  Universitari del Sagrat Cor,,,1988-03-18T00:00:00+01:00,2022-09-17T03:51:45.457950+02:00,,361406,C Viladomat,288,,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,TRUE,160246,20003,Telèfons,Centraleta,933221111,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,428554.27238108043,4582271.07063971,41.38879799075201,2.1454451514293984
﻿98349142312,Centre de Dia Serveis Geriàtrics de Barcelona *Av Meridiana,,,1998-12-15T00:00:00+01:00,2022-09-17T05:45:27.733236+02:00,,209900,Av Meridiana,328,,61,la Sagrera,9,Sant Andreu,8027,BARCELONA,TRUE,202192,20001,Telèfons,Tel.,935111422,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,432077.12032479304,4586307.359005979,41.425456792041395,2.187124388138771
﻿98349142312,Centre de Dia Serveis Geriàtrics de Barcelona *Av Meridiana,,,1998-12-15T00:00:00+01:00,2022-09-17T05:45:27.733236+02:00,,209900,Av Meridiana,328,,61,la Sagrera,9,Sant Andreu,8027,BARCELONA,TRUE,202192,20001,Telèfons,Tel.,935111422,TRUE,,62731070,Centres de dia gent gran,Planol BCN >> Serveis socials >> Serveis socials >> Centres de dia gent gran,651,65103009000002,432077.12032479304,4586307.359005979,41.425456792041395,2.187124388138771
﻿99400033989,Centre d'Atenció Primària Pare Claret,,,2003-02-17T12:13:45+01:00,2023-05-30T22:02:25.625615+02:00,,297001,C Sant Antoni Maria Claret,19,,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037,BARCELONA,TRUE,205721,20003,Telèfons,Centraleta,932082570,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,430173.24129507213,4583957.078531049,41.404125458215425,2.1646130465696833
﻿92086029435,Hospital Mare de Déu de la Mercè,,,1989-02-16T00:00:00+01:00,2022-09-17T04:39:37.423333+02:00,,349105,Pg Universal,34,,43,Horta,7,Horta-Guinardó,8042,BARCELONA,TRUE,167689,20003,Telèfons,Centraleta,934275250,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,429990.3192925188,4587706.214951178,41.43787657189986,2.161990838601969
﻿99400063728,Centre d'Atenció Primària Sagrada Família,,,2003-10-22T13:51:20+02:00,2023-05-30T22:02:27.984397+02:00,,90502,C Còrsega,643,,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,207369,20003,Telèfons,Centraleta,935072700,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,431190.08028070786,4584621.637259045,41.41019859412112,2.1767014377053013
﻿93028143303,Centre d'Urgències d'Atenció Primària Hospital Dos de Maig,99400311628,Hospital Dos de Maig,1993-01-28T00:00:00+01:00,2023-02-22T14:18:10.089714+01:00,,105304,C Dos de Maig,301,,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,173221,20003,Telèfons,Centraleta,935072700,TRUE,,61731070,Centres urgències (CUAPs),Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Centres urgències (CUAPs),651,65103008000002,431186.0003142438,4584651.439967628,41.410466667783425,2.176649237190462
﻿99400101767,Centre d'Atenció Primària Larrard,,,2004-12-23T12:59:30+01:00,2023-05-30T22:02:20.098872+02:00,,176608,Carrer de Larrard,1,3,30,la Salut,6,Gràcia,8024,Barcelona,FALSE,212309,20001,Telèfons,Tel.,932857600,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,429463.255,4584687.677,41.4106437013522,2.156034704147506
﻿99400101767,Centre d'Atenció Primària Larrard,,,2004-12-23T12:59:30+01:00,2023-05-30T22:02:20.098872+02:00,,176608,Carrer de Larrard,1,3,30,la Salut,6,Gràcia,8024,Barcelona,FALSE,212309,20001,Telèfons,Tel.,932857600,TRUE,,61731070,Centres urgències (CUAPs),Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Centres urgències (CUAPs),651,65103008000002,429463.255,4584687.677,41.4106437013522,2.156034704147506
﻿94354121938,Centre d'Atenció Primària Les Corts,,,1994-12-20T00:00:00+01:00,2023-05-30T22:02:19.915276+02:00,,207202,Mejía Lequerica,1,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,181093,20001,Telèfons,Tel.,932275590,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,426735.41315159405,4581850.519354187,41.384846652460126,2.1237432372725378
﻿92086002898,Hospital El Pilar - Institut Cardiovascular Sant Jordi,,,1985-04-25T00:00:00+02:00,2022-09-17T03:52:23.259292+02:00,,32700,C Balmes,271,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,160283,20003,Telèfons,Centraleta,932360500,TRUE,24 hores,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,428822.42250146344,4583562.876094094,41.40045656868413,2.1485002924408882
﻿92086001793,Centre d'Atenció Primària Ramon Turró,,,1984-05-30T00:00:00+02:00,2023-05-30T22:02:17.517585+02:00,,110009,C Ramon Turró,337,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,159986,20003,Telèfons,Centraleta,934465700,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,434071.49038278667,4584165.815277741,41.40633463591839,2.211223456711735
﻿92086001802,Centre d'Atenció Primària Poblenou,,,1988-03-21T00:00:00+01:00,2023-05-30T22:02:20.282809+02:00,,180401,C Lope de Vega,138,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,160052,20003,Telèfons,Centraleta,934337709,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,433331.45058300486,4584109.477682092,41.40576618443375,2.20237655703193
﻿99400012795,Centre d'Atenció Primària Turó,,,2002-07-17T11:52:41+02:00,2023-05-30T22:02:16.643113+02:00,,54000,C Cadí,58,,46,el Turó de la Peira,8,Nou Barris,8031,BARCELONA,TRUE,204559,20003,Telèfons,Centraleta,934074055,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,430702.6954907335,4587167.057350281,41.433082383490444,2.1705788750932693
﻿99400110414,Centre d'Atenció Primària Vallcarca-Sant Gervasi,,,2005-05-10T11:57:39+02:00,2023-05-30T22:02:18.824500+02:00,,158107,Av Vallcarca,169,,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,212191,20001,Telèfons,Tel.,932594411,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,428285.93034956243,4585273.458300924,41.41581540340154,2.141880198393869
﻿92086003435,Hospital de la Santa Creu i Sant Pau,,,1988-03-18T00:00:00+01:00,2023-08-07T09:54:47.036987+02:00,,310008,C Sant Quintí,89,,35,el Guinardó,7,Horta-Guinardó,8041,BARCELONA,TRUE,160485,20003,Telèfons,Centraleta,932919000,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,430966.4933325924,4585205.834517813,41.415441083959905,2.1739598683555683
﻿349141404,Centre d'Atenció Primària Gòtic,,,2000-12-14T00:00:00+01:00,2023-05-30T22:02:29.644926+02:00,,248006,Ptge Pau,1,,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,130375,20003,Telèfons,Centraleta,933436140,TRUE,,61731069,CAPs,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> CAPs,651,65103008000001,431184.1250511255,4581137.177251075,41.37881463871673,2.1770261515014084
﻿99400280578,Clínica Dermatològica Dermik,,,2011-10-19T12:27:09+02:00,2022-09-17T07:42:32.701462+02:00,,113007,C Escoles Pies,7,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,224735,20001,Telèfons,Tel.,935464710,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,427792.36264321534,4582939.732954133,41.39475232863729,2.1362532994975023
﻿75990058292,Clínica Serveis Clinics S.A.U,,,1996-09-18T00:00:00+02:00,2023-10-03T10:43:58.109939+02:00,,140101,García Mariño,4,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,138274,20001,Telèfons,Tel.,934174602,TRUE,,61731068,Hospitals i clíniques,Planol BCN >> Sanitat >> Hospitals i Centres d'Atenció Primària >> Hospitals i clíniques,651,65103008000000,427798.76115807274,4584911.360727355,41.41251052614851,2.1360946530043035
